subject,subject_type,relation,object,object_type,source_url,sentence
William A. Wellman,PERSON,direct,2021,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Grand Hotel,ORG,direct,Edmund Goulding,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Grand Hotel,ORG,award without,Driving Miss,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Grand Hotel,ORG,award without,Daisy,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Grand Hotel,ORG,direct,Bruce Beresford,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Grand Hotel,ORG,direct,1989,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Grand Hotel,ORG,direct,Argo,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Grand Hotel,ORG,direct,Ben Affleck,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Grand Hotel,ORG,direct,2012,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Grand Hotel,ORG,award without,Green Book,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Grand Hotel,ORG,direct,Peter Farrelly,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Grand Hotel,ORG,direct,2018,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Grand Hotel,ORG,direct,Sian Heder,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Grand Hotel,ORG,direct,2021,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Edmund Goulding,PERSON,co-occurs with,Driving Miss,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Edmund Goulding,PERSON,drive,Daisy,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Edmund Goulding,PERSON,drive,Bruce Beresford,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Edmund Goulding,PERSON,drive,1989,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Edmund Goulding,PERSON,drive,Argo,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Edmund Goulding,PERSON,drive,Ben Affleck,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Edmund Goulding,PERSON,drive,2012,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Edmund Goulding,PERSON,drive,Green Book,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
Edmund Goulding,PERSON,drive,Peter Farrelly,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
